#,R_fighter,B_fighter,date,location,country,Winner,weight_class,gender,no_of_rounds,B_losses,B_total_rounds_fought,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_losses,R_total_rounds_fought,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,win_dif,loss_dif,height_dif,reach_dif,age_dif,better_rank
3454,Fabio Maldonado,Joey Beltran,10/9/2013,"Barueri, Sao Paulo, Brazil", Brazil,Red,Light Heavyweight,MALE,3,6,24,3,Orthodox,185.42,190.5,185,3,14,2,Orthodox,185.42,190.5,205,33,31,-4,-1,1,-3,0.0,0.0,2,neither
3455,Rousimar Palhares,Mike Pierce,10/9/2013,"Barueri, Sao Paulo, Brazil", Brazil,Red,Welterweight,MALE,3,3,33,9,Orthodox,172.72,177.8,170,4,19,7,Orthodox,172.72,180.34,170,33,33,2,4,2,1,0.0,-2.54,0,neither
3456,Raphael Assuncao,TJ Dillashaw,10/9/2013,"Barueri, Sao Paulo, Brazil", Brazil,Red,Bantamweight,MALE,3,1,8,4,Orthodox,167.64,170.18,125,1,11,4,Orthodox,165.1,167.64,135,31,27,0,0,0,0,2.54,2.54,4,Red
3457,Ildemar Alcantara,Igor Araujo,10/9/2013,"Barueri, Sao Paulo, Brazil", Brazil,Blue,Welterweight,MALE,3,0,0,0,Orthodox,185.42,195.58,170,0,5,2,Orthodox,187.96,198.12,185,30,32,0,-2,-2,0,-2.54,-2.54,-2,neither
3458,Yan Cabral,David Mitchell,10/9/2013,"Barueri, Sao Paulo, Brazil", Brazil,Red,Welterweight,MALE,3,3,11,1,Orthodox,182.88,193.04,170,0,0,0,Orthodox,180.34,185.42,155,30,33,-1,0,1,-3,2.54,7.62,-3,neither
3459,Iliarde Santos,Chris Cariaso,10/9/2013,"Barueri, Sao Paulo, Brazil", Brazil,Blue,Flyweight,MALE,3,3,21,4,Southpaw,160.02,160.02,125,2,4,0,Orthodox,165.1,167.64,125,33,32,0,0,4,-1,-5.08,-7.62,1,Blue
3460,Alan Patrick,Garett Whiteley,10/9/2013,"Barueri, Sao Paulo, Brazil", Brazil,Red,Lightweight,MALE,3,0,0,0,Orthodox,182.88,182.88,155,0,0,0,Southpaw,180.34,187.96,155,30,32,0,0,0,0,2.54,-5.08,-2,neither
3461,Jon Jones,Alexander Gustafsson,9/21/2013,"Toronto, Ontario, Canada", Canada,Red,Light Heavyweight,MALE,5,1,14,7,Orthodox,195.58,200.66,205,1,32,12,Orthodox,193.04,213.36,205,26,26,0,-3,-5,0,2.54,-12.7,0,Red
3462,Renan Barao,Eddie Wineland,9/21/2013,"Toronto, Ontario, Canada", Canada,Red,Bantamweight,MALE,5,2,11,2,Orthodox,170.18,175.26,135,0,16,5,Orthodox,167.64,177.8,135,26,29,0,-3,-3,-2,2.54,-2.54,-3,Red
3463,Brendan Schaub,Matt Mitrione,9/21/2013,"Toronto, Ontario, Canada", Canada,Red,Heavyweight,MALE,3,2,15,6,Switch,190.5,200.66,265,3,14,5,Orthodox,193.04,198.12,245,30,35,0,0,1,1,-2.54,2.54,-5,neither
3464,Costas Philippou,Francis Carmont,9/21/2013,"Toronto, Ontario, Canada", Canada,Blue,Middleweight,MALE,3,0,13,5,Orthodox,190.5,198.12,205,1,16,5,Orthodox,180.34,185.42,185,33,31,0,0,0,1,10.16,12.7,2,Red
3465,Pat Healy,Khabib Nurmagomedov,9/21/2013,"Toronto, Ontario, Canada", Canada,Blue,Lightweight,MALE,3,0,10,4,Orthodox,177.8,177.8,155,2,4,0,Orthodox,182.88,187.96,155,30,25,2,4,4,2,-5.08,-10.16,5,Red
3466,Mike Ricci,Myles Jury,9/21/2013,"Toronto, Ontario, Canada", Canada,Blue,Lightweight,MALE,3,0,6,3,Orthodox,177.8,185.42,145,1,6,1,Southpaw,182.88,195.58,155,27,24,0,2,2,1,-5.08,-10.16,3,neither
3467,Ivan Menjivar,Wilson Reis,9/21/2013,"Toronto, Ontario, Canada", Canada,Blue,Bantamweight,MALE,3,0,0,0,Southpaw,162.56,165.1,125,3,13,4,Orthodox,167.64,162.56,145,31,28,1,0,-4,3,-5.08,2.54,3,Red
3468,Chris Clements,Stephen Thompson,9/21/2013,"Toronto, Ontario, Canada", Canada,Blue,Welterweight,MALE,3,1,7,2,Orthodox,182.88,190.5,170,1,6,1,Orthodox,177.8,177.8,170,37,30,1,1,1,0,5.08,12.7,7,neither
3469,Mitch Gagnon,Dustin Kimura,9/21/2013,"Toronto, Ontario, Canada", Canada,Red,Bantamweight,MALE,3,0,3,1,Orthodox,170.18,180.34,135,1,4,1,Southpaw,165.1,165.1,135,28,24,0,0,0,1,5.08,15.24,4,neither
3470,John Makdessi,Renee Forte,9/21/2013,"Toronto, Ontario, Canada", Canada,Red,Lightweight,MALE,3,1,6,1,Orthodox,170.18,180.34,155,2,16,4,Orthodox,172.72,172.72,155,28,26,0,-1,-3,1,-2.54,7.62,2,neither
3471,Michel Prazeres,Jesse Ronson,9/21/2013,"Toronto, Ontario, Canada", Canada,Red,Lightweight,MALE,3,0,0,0,Southpaw,177.8,182.88,155,1,3,0,Orthodox,167.64,170.18,170,32,27,1,0,0,1,10.16,12.7,5,neither
3472,Roland Delorme,Alex Caceres,9/21/2013,"Toronto, Ontario, Canada", Canada,Blue,Bantamweight,MALE,3,4,17,3,Southpaw,177.8,185.42,145,1,8,3,Orthodox,175.26,180.34,135,29,25,-1,-1,0,-3,2.54,5.08,4,neither
3473,Nandor Guelmino,Daniel Omielanczuk,9/21/2013,"Toronto, Ontario, Canada", Canada,Blue,Heavyweight,MALE,3,0,0,0,Southpaw,182.88,187.96,247,0,0,0,Orthodox,190.5,193.04,230,37,31,0,0,0,0,-7.62,-5.08,6,neither
3474,Glover Teixeira,Ryan Bader,9/4/2013,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Red,Light Heavyweight,MALE,5,3,23,8,Orthodox,187.96,187.96,205,0,7,4,Orthodox,187.96,193.04,205,33,30,0,-3,4,-3,0.0,-5.08,3,Red
3475,Yushin Okami,Jacare Souza,9/4/2013,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Blue,Middleweight,MALE,3,0,1,1,Orthodox,185.42,182.88,185,4,47,13,Southpaw,187.96,190.5,170,32,33,0,-2,-12,4,-2.54,-7.62,-1,Red
3476,Joseph Benavidez,Jussier Formiga,9/4/2013,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Red,Flyweight,MALE,3,1,5,1,Orthodox,165.1,170.18,125,1,18,5,Southpaw,162.56,165.1,125,29,28,0,-1,-4,0,2.54,5.08,1,Red
3477,Francisco Trinaldo,Piotr Hallmann,9/4/2013,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Blue,Lightweight,MALE,3,0,0,0,Orthodox,175.26,180.34,155,1,7,3,Southpaw,175.26,177.8,155,35,26,0,-2,-3,1,0.0,2.54,9,neither
3478,Rafael Natal,Tor Troeng,9/4/2013,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Red,Middleweight,MALE,3,0,1,1,Orthodox,187.96,195.58,185,3,20,4,Orthodox,182.88,193.04,185,30,30,0,-1,-3,3,5.08,2.54,0,neither
3479,Marcos Vinicius,Ali Bagautinov,9/4/2013,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Blue,Flyweight,MALE,3,0,0,0,Orthodox,162.56,165.1,125,1,5,1,Orthodox,175.26,177.8,125,33,28,1,0,-1,1,-12.7,-12.7,5,neither
3480,Felipe Arantes,Kevin Souza,9/4/2013,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Blue,Featherweight,MALE,3,0,0,0,Orthodox,182.88,187.96,145,2,10,2,Orthodox,172.72,185.42,135,25,28,0,-1,-2,2,10.16,2.54,-3,neither
3481,Lucas Martins,Junior Hernandez,9/4/2013,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Red,Bantamweight,MALE,3,0,0,0,Orthodox,175.26,175.26,135,1,4,1,Southpaw,182.88,182.88,145,24,27,0,-1,-1,1,-7.62,-7.62,-3,neither
3482,Joao Zeferino,Elias Silverio,9/4/2013,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Blue,Welterweight,MALE,3,0,0,0,Orthodox,180.34,185.42,155,1,3,0,Orthodox,180.34,185.42,170,27,26,1,0,0,1,0.0,0.0,1,neither
3483,Keith Wisniewski,Ivan Jorge,9/4/2013,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Blue,Welterweight,MALE,3,0,0,0,Orthodox,175.26,185.42,155,3,8,0,Orthodox,182.88,190.5,170,31,32,3,0,0,3,-7.62,-5.08,-1,neither
3484,Yuri Villefort,Sean Spencer,9/4/2013,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Blue,Welterweight,MALE,3,1,3,0,Southpaw,177.8,190.5,170,1,3,0,Orthodox,182.88,185.42,170,22,26,0,0,0,0,-5.08,5.08,-4,neither
3485,Benson Henderson,Anthony Pettis,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Blue,Lightweight,MALE,5,1,8,3,Orthodox,177.8,182.88,170,0,29,7,Southpaw,175.26,177.8,170,29,26,0,-4,-4,-1,2.54,5.08,3,Red
3486,Frank Mir,Josh Barnett,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Blue,Heavyweight,MALE,3,1,9,4,Orthodox,190.5,198.12,250,7,33,14,Southpaw,190.5,200.66,264,34,35,2,3,-10,6,0.0,-2.54,-1,Red
3487,Chad Mendes,Clay Guida,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Red,Featherweight,MALE,3,7,47,10,Orthodox,170.18,177.8,155,1,10,5,Orthodox,167.64,167.64,145,28,31,0,-2,5,-6,2.54,10.16,-3,Red
3488,Ben Rothwell,Brandon Vera,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Red,Heavyweight,MALE,3,7,34,8,Orthodox,190.5,193.04,230,3,11,2,Orthodox,193.04,198.12,265,31,35,0,0,6,-4,-2.54,-5.08,-4,neither
3489,Erik Koch,Dustin Poirier,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Blue,Featherweight,MALE,3,2,17,5,Southpaw,175.26,182.88,155,1,6,2,Southpaw,177.8,180.34,155,24,24,0,0,3,-1,-2.54,2.54,0,Blue
3490,Jamie Varner,Gleison Tibau,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Blue,Lightweight,MALE,3,7,47,12,Southpaw,177.8,180.34,155,2,11,3,Orthodox,172.72,182.88,155,28,29,0,0,9,-5,5.08,-2.54,-1,neither
3491,Louis Gaudinot,Tim Elliott,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Blue,Flyweight,MALE,3,1,6,1,Southpaw,170.18,167.64,135,1,5,1,Orthodox,160.02,160.02,125,29,26,0,0,0,0,10.16,7.62,3,Red
3492,Pascal Krauss,Hyun Gyu Lim,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Blue,Welterweight,MALE,3,0,2,1,Orthodox,190.5,195.58,170,1,9,2,Orthodox,185.42,182.88,170,26,28,0,0,-1,1,5.08,12.7,-2,neither
3493,Chico Camus,Kyung Ho Kang,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Red,Bantamweight,MALE,3,1,3,0,Orthodox,175.26,185.42,135,1,6,1,Orthodox,167.64,167.64,125,28,25,0,0,-1,0,7.62,17.78,3,neither
3494,Soa Palelei,Nikita Krylov,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Red,Heavyweight,MALE,3,0,0,0,Orthodox,190.5,195.58,205,1,3,0,Orthodox,193.04,205.74,265,36,21,1,0,0,1,-2.54,-10.16,15,neither
3495,Ryan Couture,Al Iaquinta,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Blue,Lightweight,MALE,3,1,1,0,Orthodox,177.8,177.8,155,1,2,0,Orthodox,177.8,190.5,155,31,26,0,0,0,0,0.0,-12.7,5,neither
3496,Jared Hamman,Magnus Cedenblad,8/31/2013,"Milwaukee, Wisconsin, USA", USA,Blue,Middleweight,MALE,3,1,2,0,Orthodox,195.58,200.66,185,4,12,2,Orthodox,190.5,190.5,185,31,31,1,0,-2,3,5.08,10.16,0,neither
3497,Carlos Condit,Martin Kampmann,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,Welterweight,MALE,5,5,32,11,Orthodox,182.88,182.88,170,3,24,5,Orthodox,187.96,190.5,170,29,31,1,0,6,-2,-5.08,-7.62,-2,Red
3498,Donald Cerrone,Rafael Dos Anjos,8/28/2013,"Indianapolis, Indiana, USA", USA,Blue,Lightweight,MALE,3,4,31,8,Southpaw,172.72,177.8,170,2,18,7,Orthodox,185.42,185.42,155,30,28,0,3,1,-2,-12.7,-7.62,2,Red
3499,Kelvin Gastelum,Brian Melancon,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,Welterweight,MALE,3,0,1,1,Orthodox,172.72,182.88,170,0,3,1,Southpaw,175.26,180.34,185,21,31,0,0,0,0,-2.54,2.54,-10,neither
3500,Court McGee,Robert Whittaker,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,Welterweight,MALE,3,0,6,2,Orthodox,182.88,185.42,185,2,17,4,Orthodox,180.34,190.5,170,28,22,0,1,-2,2,2.54,-5.08,6,neither
3501,Takeya Mizugaki,Erik Perez,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,Bantamweight,MALE,3,0,3,3,Orthodox,172.72,172.72,135,2,17,4,Orthodox,170.18,172.72,135,29,23,0,1,-1,2,2.54,0.0,6,neither
3502,Brad Tavares,Bubba McDaniel,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,Middleweight,MALE,3,0,3,1,Southpaw,190.5,190.5,185,1,16,5,Orthodox,185.42,187.96,185,25,30,0,-2,-4,1,5.08,2.54,-5,neither
3503,Dylan Andrews,Papy Abedi,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,Middleweight,MALE,3,2,5,1,Southpaw,180.34,187.96,185,0,1,1,Switch,185.42,185.42,185,33,35,0,0,0,-2,-5.08,2.54,-2,neither
3504,Justin Edwards,Brandon Thatch,8/28/2013,"Indianapolis, Indiana, USA", USA,Blue,Welterweight,MALE,3,0,0,0,Switch,187.96,187.96,170,2,10,2,Orthodox,177.8,177.8,155,30,28,0,-1,-2,2,10.16,10.16,2,neither
3505,Darren Elkins,Hatsu Hioki,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,Featherweight,MALE,3,2,12,2,Orthodox,180.34,177.8,145,2,16,6,Orthodox,177.8,180.34,145,29,30,-1,0,-4,0,2.54,-2.54,-1,neither
3506,James Head,Jason High,8/28/2013,"Indianapolis, Indiana, USA", USA,Blue,Welterweight,MALE,3,2,4,0,Southpaw,172.72,180.34,155,2,8,2,Orthodox,185.42,185.42,170,29,31,-1,0,-2,0,-12.7,-5.08,-2,neither
3507,Zak Cummings,Benny Alloway,8/28/2013,"Indianapolis, Indiana, USA", USA,Red,Welterweight,MALE,3,1,4,1,Orthodox,180.34,190.5,170,0,0,0,Southpaw,182.88,190.5,185,29,32,-1,0,1,-1,-2.54,0.0,-3,neither
3508,Mauricio Rua,Chael Sonnen,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,Light Heavyweight,MALE,5,6,30,6,Southpaw,185.42,187.96,205,5,29,5,Orthodox,185.42,193.04,205,31,36,-1,0,1,-1,0.0,-5.08,-5,Red
3509,Alistair Overeem,Travis Browne,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,Heavyweight,MALE,3,2,11,5,Orthodox,198.12,200.66,255,1,4,1,Orthodox,193.04,203.2,265,33,31,1,1,4,-1,5.08,-2.54,2,Red
3510,Urijah Faber,Iuri Alcantara,8/17/2013,"Boston, Massachusetts, USA", USA,Red,Bantamweight,MALE,3,2,11,3,Southpaw,175.26,180.34,135,2,20,4,Orthodox,167.64,170.18,135,34,33,0,-1,-1,0,7.62,10.16,1,Red
3511,Matt Brown,Mike Pyle,8/17/2013,"Boston, Massachusetts, USA", USA,Red,Welterweight,MALE,3,3,22,8,Orthodox,182.88,187.96,170,5,33,10,Orthodox,182.88,190.5,170,32,37,0,-1,-2,2,0.0,-2.54,-5,neither
3512,Uriah Hall,John Howard,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,Middleweight,MALE,3,3,19,4,Orthodox,170.18,180.34,170,1,3,0,Orthodox,182.88,200.66,185,29,30,-2,0,4,-2,-12.7,-20.32,-1,neither
3513,Joe Lauzon,Michael Johnson,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,Lightweight,MALE,3,4,19,4,Southpaw,177.8,185.42,145,5,25,9,Orthodox,177.8,180.34,155,29,27,-1,0,-5,1,0.0,5.08,2,neither
3514,Brad Pickett,Michael McDonald,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,Bantamweight,MALE,3,1,12,4,Orthodox,175.26,177.8,135,2,10,3,Orthodox,167.64,172.72,135,34,22,-1,-1,1,1,7.62,5.08,12,Blue
3515,Conor McGregor,Max Holloway,8/17/2013,"Boston, Massachusetts, USA", USA,Red,Featherweight,MALE,3,2,12,3,Orthodox,180.34,175.26,155,0,1,1,Southpaw,175.26,187.96,155,25,21,-1,-1,2,-2,5.08,-12.7,4,neither
3516,Mike Brown,Steven Siler,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,Featherweight,MALE,3,1,13,4,Orthodox,180.34,177.8,145,3,13,2,Orthodox,167.64,177.8,145,37,26,0,-1,2,2,12.7,0.0,11,neither
3517,Diego Brandao,Daniel Pineda,8/17/2013,"Boston, Massachusetts, USA", USA,Red,Featherweight,MALE,3,2,7,3,Orthodox,170.18,175.26,145,1,8,3,Orthodox,170.18,172.72,145,26,28,0,-1,0,-1,0.0,2.54,-2,neither
3518,Manvel Gamburyan,Cole Miller,8/17/2013,"Boston, Massachusetts, USA", USA,Red,Featherweight,MALE,3,5,26,8,Orthodox,185.42,187.96,145,5,17,3,Orthodox,165.1,170.18,135,32,29,0,0,5,0,20.32,17.78,3,neither
3519,Cody Donovan,Ovince Saint Preux,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,Light Heavyweight,MALE,3,0,3,1,Southpaw,190.5,203.2,205,0,1,1,Orthodox,190.5,187.96,205,32,30,0,0,0,0,0.0,15.24,2,neither
3520,Ramsey Nijem,James Vick,8/17/2013,"Boston, Massachusetts, USA", USA,Blue,Lightweight,MALE,3,0,0,0,Orthodox,190.5,193.04,155,2,10,3,Orthodox,180.34,190.5,155,25,26,1,0,-3,2,10.16,2.54,-1,neither
3521,Jose Aldo,Chan Sung Jung,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,Featherweight,MALE,5,0,7,3,Orthodox,170.18,182.88,145,0,16,4,Orthodox,170.18,177.8,145,26,26,0,-1,-1,0,0.0,5.08,0,Red
3522,Lyoto Machida,Phil Davis,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Blue,Light Heavyweight,MALE,3,2,23,7,Orthodox,187.96,200.66,205,3,35,11,Southpaw,185.42,187.96,185,35,28,0,0,-4,1,2.54,12.7,7,Red
3523,Cezar Ferreira,Thiago Santos,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,Middleweight,MALE,3,0,0,0,Orthodox,187.96,193.04,205,0,3,1,Southpaw,185.42,198.12,185,28,29,0,-1,-1,0,2.54,-5.08,-1,neither
3524,Thales Leites,Tom Watson,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,Middleweight,MALE,3,1,5,1,Orthodox,185.42,185.42,185,3,20,5,Orthodox,185.42,198.12,185,31,31,2,1,-4,2,0.0,-12.7,0,neither
3525,John Lineker,Jose Maria,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,Flyweight,MALE,3,0,0,0,Orthodox,165.1,165.0,125,1,7,2,Orthodox,160.02,170.18,135,23,31,0,-2,-2,1,5.08,-5.18,-8,Red
3526,Vinny Magalhaes,Anthony Perosh,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Blue,Light Heavyweight,MALE,3,4,11,3,Orthodox,190.5,190.5,205,3,9,1,Orthodox,190.5,200.66,205,29,40,0,0,2,-1,0.0,-10.16,-11,neither
3527,Amanda Nunes,Sheila Gaff,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,Women's Bantamweight,FEMALE,3,1,1,0,Orthodox,165.1,157.48,135,0,0,0,Orthodox,172.72,175.26,145,25,23,-1,0,0,-1,-7.62,-17.78,2,Red
3528,Sergio Moraes,Neil Magny,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,Welterweight,MALE,3,0,3,1,Orthodox,190.5,203.2,170,1,6,1,Orthodox,182.88,182.88,170,31,26,0,0,0,1,7.62,20.32,5,neither
3529,Ian McCall,Iliarde Santos,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,Flyweight,MALE,3,1,1,0,Orthodox,165.1,167.64,125,3,9,0,Orthodox,165.1,162.56,125,29,32,2,0,0,2,0.0,5.08,-3,Red
3530,Rani Yahya,Josh Clopton,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,Featherweight,MALE,3,1,3,0,Orthodox,167.64,172.72,145,1,10,3,Orthodox,167.64,170.18,135,28,32,-1,-2,-3,0,0.0,2.54,-4,neither
3531,Ednaldo Oliveira,Francimar Barroso,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Blue,Light Heavyweight,MALE,3,0,0,0,Orthodox,185.42,190.5,205,1,1,0,Orthodox,195.58,200.66,205,29,33,1,0,0,1,-10.16,-10.16,-4,neither
3532,Viscardi Andrade,Bristol Marunde,8/3/2013,"Rio de Janeiro, Brazil", Brazil,Red,Welterweight,MALE,3,1,3,0,Orthodox,185.42,180.34,170,0,0,0,Orthodox,180.34,190.5,170,29,31,-1,0,0,-1,5.08,-10.16,-2,neither
3533,Demetrious Johnson,John Moraga,7/27/2013,"Seattle, Washington, USA", USA,Red,Flyweight,MALE,5,0,4,2,Orthodox,167.64,167.64,125,2,27,5,Orthodox,160.02,167.64,125,26,29,0,-1,-3,2,7.62,0.0,-3,Red
3534,Rory MacDonald,Jake Ellenberger,7/27/2013,"Seattle, Washington, USA", USA,Red,Welterweight,MALE,3,2,22,8,Orthodox,175.26,180.34,170,1,13,5,Orthodox,182.88,193.04,170,24,28,0,-2,3,-1,-7.62,-12.7,-4,Red
3535,Robbie Lawler,Bobby Voelker,7/27/2013,"Seattle, Washington, USA", USA,Red,Welterweight,MALE,3,1,3,0,Orthodox,182.88,190.5,170,3,15,5,Southpaw,180.34,187.96,170,31,34,-1,-1,-5,2,2.54,2.54,-3,Red
3536,Liz Carmouche,Jessica Andrade,7/27/2013,"Seattle, Washington, USA", USA,Red,Women's Bantamweight,FEMALE,3,0,0,0,Orthodox,154.94,157.48,115,1,1,0,Orthodox,167.64,167.64,125,29,21,1,0,0,1,-12.7,-10.16,8,Red
3537,Michael Chiesa,Jorge Masvidal,7/27/2013,"Seattle, Washington, USA", USA,Blue,Lightweight,MALE,3,0,3,1,Orthodox,180.34,187.96,170,0,3,2,Southpaw,185.42,190.5,170,25,28,0,-1,-1,0,-5.08,-2.54,-3,neither
3538,Danny Castillo,Tim Means,7/27/2013,"Seattle, Washington, USA", USA,Red,Lightweight,MALE,3,1,7,2,Orthodox,187.96,190.5,170,2,18,5,Orthodox,175.26,180.34,155,33,29,-1,-1,-3,1,12.7,10.16,4,neither
3539,Mac Danzig,Melvin Guillard,7/27/2013,"Seattle, Washington, USA", USA,Blue,Lightweight,MALE,3,8,32,11,Orthodox,175.26,172.72,155,6,26,5,Orthodox,172.72,177.8,155,33,30,-1,0,6,-2,2.54,-5.08,3,neither
3540,Yves Edwards,Daron Cruickshank,7/27/2013,"Seattle, Washington, USA", USA,Blue,Lightweight,MALE,3,1,8,2,Switch,172.72,182.88,155,7,38,10,Southpaw,175.26,185.42,155,36,28,0,0,-8,6,-2.54,-2.54,8,neither
3541,Ed Herman,Trevor Smith,7/27/2013,"Seattle, Washington, USA", USA,Red,Middleweight,MALE,3,0,0,0,Orthodox,190.5,190.5,185,6,27,7,Orthodox,185.42,195.58,205,32,32,1,0,-7,6,5.08,-5.08,0,neither
3542,Julie Kedzie,Germaine de Randamie,7/27/2013,"Seattle, Washington, USA", USA,Blue,Women's Bantamweight,FEMALE,3,0,0,0,Orthodox,175.26,180.34,135,0,0,0,Orthodox,165.1,162.56,135,32,29,0,0,0,0,10.16,17.78,3,Red
3543,Aaron Riley,Justin Salas,7/27/2013,"Seattle, Washington, USA", USA,Blue,Lightweight,MALE,3,1,4,1,Southpaw,172.72,177.8,155,5,17,3,Southpaw,172.72,175.26,155,32,31,0,0,-2,4,0.0,2.54,1,neither
3544,John Albert,Yaotzin Meza,7/27/2013,"Seattle, Washington, USA", USA,Blue,Bantamweight,MALE,3,1,1,0,Orthodox,175.26,187.96,145,3,4,1,Orthodox,172.72,172.72,135,26,32,2,0,-1,2,2.54,15.24,-6,neither
3545,Anderson Silva,Chris Weidman,7/6/2013,"Las Vegas, Nevada, USA", USA,Blue,Middleweight,MALE,5,0,10,5,Orthodox,187.96,198.12,185,0,35,16,Southpaw,187.96,195.58,185,38,29,0,-11,-11,0,0.0,2.54,9,Red
3546,Frankie Edgar,Charles Oliveira,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,Featherweight,MALE,3,4,12,4,Orthodox,177.8,187.96,155,5,52,9,Orthodox,167.64,172.72,145,31,23,2,0,-5,1,10.16,15.24,8,Red
3547,Tim Kennedy,Roger Gracie,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,Middleweight,MALE,3,0,0,0,Orthodox,193.04,200.66,185,0,0,0,Orthodox,180.34,187.96,185,33,31,0,0,0,0,12.7,12.7,2,neither
3548,Mark Munoz,Tim Boetsch,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,Middleweight,MALE,3,4,27,7,Orthodox,182.88,187.96,185,3,21,7,Orthodox,182.88,182.88,185,35,32,0,0,0,-1,0.0,5.08,3,Red
3549,Cub Swanson,Dennis Siver,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,Featherweight,MALE,3,5,33,10,Orthodox,167.64,177.8,145,1,10,4,Orthodox,172.72,177.8,145,29,34,0,-2,6,-4,-5.08,0.0,-5,Red
3550,Chris Leben,Andrew Craig,7/6/2013,"Las Vegas, Nevada, USA", USA,Blue,Middleweight,MALE,3,1,8,2,Orthodox,185.42,193.04,170,8,42,12,Southpaw,180.34,187.96,185,32,27,1,0,-10,7,5.08,5.08,5,neither
3551,Norman Parke,Kazuki Tokudome,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,Lightweight,MALE,3,0,3,1,Southpaw,180.34,185.42,155,0,3,1,Southpaw,180.34,177.8,155,26,26,0,0,0,0,0.0,7.62,0,neither
3552,Gabriel Gonzaga,Dave Herman,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,Heavyweight,MALE,3,3,7,1,Orthodox,193.04,193.04,242,6,24,9,Orthodox,187.96,193.04,242,34,28,-2,0,-8,3,5.08,0.0,6,neither
3553,Edson Barboza,Rafaello Oliveira,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,Lightweight,MALE,3,4,16,2,Orthodox,172.72,180.34,155,1,14,5,Orthodox,180.34,190.5,155,27,31,0,0,-3,-3,-7.62,-10.16,-4,neither
3554,Seth Baczynski,Brian Melancon,7/6/2013,"Las Vegas, Nevada, USA", USA,Blue,Welterweight,MALE,3,0,0,0,Orthodox,172.72,182.88,170,2,14,4,Orthodox,190.5,187.96,170,31,31,1,0,-4,2,-17.78,-5.08,0,neither
3555,Mike Pierce,David Mitchell,7/6/2013,"Las Vegas, Nevada, USA", USA,Red,Welterweight,MALE,3,2,9,1,Orthodox,182.88,193.04,170,3,31,8,Orthodox,172.72,177.8,170,32,33,0,-2,-7,1,10.16,15.24,-1,neither
